sample,rep,dose,fc,λ̂,λ,cell_count_day_3
Vector Control,3,30.0,0.2249,-0.49736647333895573,-0.2486531033837009,0.47427910088035186
Vector Control,4,30.0,0.2478,-0.46504443659569833,-0.2163310666404435,0.5225716371638559
V600E,1,30.0,0.785,-0.08069052039990952,0.1680228495553453,1.655442837665968
V600E,2,30.0,0.8111,-0.06978797596861265,0.1789253939866422,1.7104836759628876
V600E,3,30.0,0.7256,-0.10691879339373672,0.14179457656151812,1.5301774815419444
V600E,4,30.0,0.8153,-0.0680663784377573,0.18064699151749752,1.7193408223554951
Week 1,1,30.0,1.0314,0.010305700878240537,0.2590190708334954,2.1750620926989552
Week 1,2,30.0,1.0318,0.010434949942804176,0.25914831989805903,2.175905630450632
Week 1,3,30.0,0.9442,-0.01913909028998355,0.22957427966527127,1.9911708628333846
Week 1,4,30.0,0.9927,-0.0024422584621536184,0.2462711114931012,2.0934498152242123
Week 2 C,1,30.0,0.8123,-0.06929518297507628,0.17941818698017856,1.7130142892179183
Week 2 C,2,30.0,0.8202,-0.06606902200805938,0.18264434794719547,1.7296741598135377
Week 2 C,3,30.0,0.846,-0.055745306458637935,0.1929680634966169,1.7840823447966994
Week 2 C,4,30.0,0.8533,-0.05288136447986599,0.19583200547538884,1.799476908764803
Week 3 C,1,30.0,0.8754,-0.04435811807511405,0.20435525188014078,1.8460823695449533
Week 3 C,2,30.0,1.0872,0.027868527951598953,0.2765818979068538,2.292735609057886
Week 3 C,3,30.0,0.9676,-0.010978833415421616,0.23773453653983323,2.040517821306485
Week 3 C,4,30.0,0.9828,-0.005783212778370998,0.24293015717688385,2.072572255870208
Week 4 C,1,30.0,0.9254,-0.02584306750307928,0.22287030245217557,1.9515245885045693
Week 4 C,2,30.0,0.8041,-0.07267721314267787,0.17603615681257695,1.6957217653085412
Week 4 C,3,30.0,0.8721,-0.04561706091639905,0.20309630903885578,1.8391231830936188
Week 4 C,4,30.0,0.89,-0.0388446054186505,0.20986876453660433,1.8768714974811613
Week 2 I,1,30.0,0.9065,-0.032721416262410444,0.2159919536928444,1.9116674297378344
Week 2 I,2,30.0,1.0813,0.026054673656451432,0.27476804361170626,2.280293427220651
Week 2 I,3,30.0,0.9861,-0.0046658365479512205,0.24404753340730362,2.0795314423215427
Week 2 I,4,30.0,1.0261,0.008588402628675475,0.25730177258393033,2.1638852174892356
Week 3 I,1,30.0,0.9094,-0.03165674586374229,0.21705662409151255,1.917783078437492
Week 3 I,2,30.0,1.0879,0.028083077481633332,0.2767964474368882,2.2942118001233207
Week 3 I,3,30.0,1.0262,0.00862088650857579,0.2573342564638306,2.164096101927155
Week 3 I,4,30.0,0.9765,-0.007926842888467798,0.24078652706678705,2.059286536281297
Week 4 I,1,30.0,0.9728,-0.009192255923411498,0.23952111403184334,2.051483812078285
Week 4 I,2,30.0,0.9646,-0.012013923782421845,0.236699446172833,2.034191288168908
Week 4 I,3,30.0,0.9144,-0.029829055500512056,0.21888431445474277,1.9283273003334536
Week 4 I,4,30.0,0.9262,-0.025555028311828477,0.22315834164342635,1.953211664007923
Vector Control,1,100.0,0.1874,-0.5581699697259385,-0.3094565997706836,0.39519743666063994
Vector Control,2,100.0,0.1877,-0.5576367784632247,-0.30892340850796984,0.39583008997439767
Vector Control,3,100.0,0.1778,-0.5756986519674442,-0.32698528201218935,0.3749525306203939
Vector Control,4,100.0,0.1744,-0.582134589169086,-0.33342121921383117,0.36778245973113977
V600E,1,100.0,0.5573,-0.19488386146888212,0.05382950848637272,1.1752589725238778
V600E,2,100.0,0.594,-0.17362531987316407,0.07508805008209077,1.2526535612402356
V600E,3,100.0,0.5911,-0.17525669038393776,0.07345667957131707,1.246537912540578
V600E,4,100.0,0.5579,-0.19452518137688482,0.05418818857837002,1.176524279151393
Week 1,1,100.0,1.0489,0.015913998661807035,0.2646273686170619,2.21196686933482
Week 1,2,100.0,1.0025,0.0008322933995290486,0.2495456633547839,2.114116490140297
Week 1,3,100.0,0.9019,-0.034417209936824844,0.21429616001843,1.9019667455935498
Week 1,4,100.0,0.848,-0.05495821439674467,0.19375515555851017,1.7883000335550838
Week 2 C,1,100.0,1.084,0.026885967672484846,0.2755993376277397,2.2859873070444707
Week 2 C,2,100.0,1.1262,0.03961637794612705,0.2883297479013819,2.3749805398463866
Week 2 C,3,100.0,0.9255,-0.02580704898952829,0.22290632096572655,1.9517354729424885
Week 2 C,4,100.0,0.8643,-0.04861178274118153,0.2001015872140733,1.8226741969359186
Week 3 C,1,100.0,1.0383,0.012528253442423738,0.2612416233976786,2.1896131189153816
Week 3 C,2,100.0,1.0094,0.003118698308008343,0.25183206826326315,2.1286675163567237
Week 3 C,3,100.0,1.0912,0.029092669369020187,0.277806039324275,2.3011709865746552
Week 3 C,4,100.0,0.7571,-0.0927533112909587,0.15596005866429613,1.5966060794865025
Week 4 C,1,100.0,1.0361,0.011821221425189687,0.26053459138044455,2.184973661281159
Week 4 C,2,100.0,0.9424,-0.019775155361604926,0.2289382145936499,1.9873749429508385
Week 4 C,3,100.0,1.0305,0.010014707116125548,0.2587280770713804,2.1731641327576816
Week 4 C,4,100.0,0.991,-0.003013581550716357,0.2456997884045385,2.0898647797795853
Week 2 I,1,100.0,0.7893,-0.07886960075592676,0.1698437691993281,1.664510868496495
Week 2 I,2,100.0,0.8239,-0.06456870522019759,0.18414466473505725,1.7374768840165489
Week 2 I,3,100.0,0.8713,-0.04592297658163199,0.20279039337362284,1.8374361075902648
Week 2 I,4,100.0,0.779,-0.08324807770379625,0.1654652922514586,1.6427897713908142
Week 3 I,1,100.0,1.0645,0.020835068450465705,0.2695484384057205,2.2448648416502204
Week 3 I,2,100.0,0.9726,-0.009260793670817204,0.23945257628443764,2.051062043202447
Week 3 I,3,100.0,1.1481,0.046036134039209704,0.29474950399446453,2.421164231750698
Week 3 I,4,100.0,0.7826,-0.08171118973527501,0.1670021802199798,1.6503816111559062
Week 4 I,1,100.0,0.8998,-0.03519425419168836,0.21351911576356647,1.897538172397246
Week 4 I,2,100.0,0.8754,-0.04435811807511405,0.20435525188014078,1.8460823695449533
Week 4 I,3,100.0,1.0256,0.008425935728089536,0.25713930568334437,2.162830795299639
Week 4 I,4,100.0,0.8657,-0.04807228358680298,0.20064108636845185,1.825626579066788
Vector Control,1,300.0,0.1161,-0.7177677967594304,-0.46905442680417553,0.2448368324242279
Vector Control,2,300.0,0.1294,-0.6816156323051122,-0.4329022623498574,0.27288446266748567
Vector Control,3,300.0,0.1236,-0.6969015779861821,-0.4481882080309273,0.2606531652681703
Vector Control,4,300.0,0.1314,-0.6765030576438756,-0.4277896876886208,0.27710215142587036
V600E,1,300.0,0.2944,-0.4076052973758053,-0.15889192742055047,0.6208437852342178
V600E,2,300.0,0.2971,-0.40456216550452506,-0.15584879554927022,0.626537665058037
V600E,3,300.0,0.2887,-0.4141223974377492,-0.16540902748249436,0.6088233722728217
V600E,4,300.0,0.2973,-0.4043378496593617,-0.15562447970410687,0.6269594339338755
Week 1,1,300.0,0.8866,-0.04012045222372795,0.20859291773152688,1.8697014265919074
Week 1,2,300.0,0.84,-0.05811779571492593,0.1905955742403289,1.7714292785215453
Week 1,3,300.0,0.8259,-0.06376052605515525,0.18495284390009958,1.7416945727749338
Week 1,4,300.0,0.8138,-0.06868021447151583,0.180033155483739,1.7161775557867067
Week 2 C,1,300.0,0.8947,-0.037088937476195565,0.21162443247905927,1.886783066063365
Week 2 C,2,300.0,0.8853,-0.040609569455044556,0.20810380050021027,1.8669599288989571
Week 2 C,3,300.0,0.991,-0.003013581550716357,0.2456997884045385,2.0898647797795853
Week 2 C,4,300.0,0.9961,-0.0013025416103390256,0.24741082834491582,2.100619886113466
Week 3 C,1,300.0,0.9209,-0.02746794208493855,0.22124542787031629,1.942034788798204
Week 3 C,2,300.0,1.1063,0.03367370468624273,0.2823870746414976,2.3330145367004596
Week 3 C,3,300.0,0.9347,-0.022509885597866444,0.2262034843573884,1.971136841231058
Week 3 C,4,300.0,1.0381,0.012464039739020896,0.2611774096942757,2.1891913500395432
Week 4 C,1,300.0,0.8684,-0.04703428032600011,0.20167908962925474,1.8313204588906071
Week 4 C,2,300.0,0.8256,-0.06388162808494625,0.1848317418703086,1.741061919461176
Week 4 C,3,300.0,0.8369,-0.059350229981102905,0.18936313997415194,1.764891860946049
Week 4 C,4,300.0,0.84,-0.05811779571492593,0.1905955742403289,1.7714292785215453
Week 2 I,1,300.0,0.4837,-0.24209679971773315,0.006616570237521685,1.0200480262153233
Week 2 I,2,300.0,0.5058,-0.2272046482487574,0.021508721706497425,1.0666534869954736
Week 2 I,3,300.0,0.5115,-0.22346923119681864,0.025244138758436202,1.0786738999568697
Week 2 I,4,300.0,0.539,-0.20601323602437993,0.042700133930874906,1.1366671203846583
Week 3 I,1,300.0,0.8494,-0.05440835370098874,0.1943050162542661,1.7912524156859533
Week 3 I,2,300.0,1.0067,0.002225884917746832,0.25093925487300167,2.1229736365329046
Week 3 I,3,300.0,0.9364,-0.021904181121793778,0.22680918883346107,1.9747218766756847
Week 3 I,4,300.0,0.9554,-0.015208392675425184,0.23350497727982966,2.014789919880339
Week 4 I,1,300.0,0.5067,-0.22661205550009098,0.022101314455163862,1.0685514469367465
Week 4 I,2,300.0,0.5313,-0.2108094818417465,0.03790388811350834,1.1204290186648775
Week 4 I,3,300.0,0.5133,-0.2222982698052932,0.026415100149961623,1.0824698198394158
Week 4 I,4,300.0,0.4821,-0.24320123919018685,0.005512130765067985,1.0166738752086155
Vector Control,1,1000.0,0.0645,-0.9136966850601368,-0.664983315104882,0.1360204624579044
Vector Control,2,1000.0,0.0564,-0.9584287068260413,-0.7097153368707865,0.1189388229864466
Vector Control,3,1000.0,0.0527,-0.9810466078116068,-0.732333237856352,0.11113609878343507
Vector Control,4,1000.0,0.0476,-1.0149741725815875,-0.7662608026263327,0.10038099244955424
V600E,1,1000.0,0.1697,-0.5912410355806522,-0.3425276656253974,0.357870891148936
V600E,2,1000.0,0.1544,-0.6227362137971537,-0.3740228438418989,0.32560557214729363
V600E,3,1000.0,0.1669,-0.5967868161047826,-0.34807344614952773,0.3519661268871976
V600E,4,1000.0,0.1583,-0.6144211040317236,-0.3657077340764687,0.3338300652261436
Week 1,1,1000.0,0.4388,-0.27457051686035394,-0.025857146905099104,0.9253609135895883
Week 1,2,1000.0,0.42,-0.28916685590157437,-0.040453485946319534,0.8857146392607727
Week 1,3,1000.0,0.3908,-0.3131864529378365,-0.06447308298258164,0.824136383388357
Week 1,4,1000.0,0.3794,-0.32305474049374105,-0.07434137053848622,0.8000955574655647
Week 2 C,1,1000.0,0.4808,-0.2441012985870464,0.004612071368208431,1.0139323775156655
Week 2 C,2,1000.0,0.5483,-0.20031089885737807,0.048402471097876765,1.156279373111147
Week 2 C,3,1000.0,0.463,-0.256676074965301,-0.007962705010046145,0.9763949475660423
Week 2 C,4,1000.0,0.3764,-0.32570095709030417,-0.07698758713504933,0.7937690243279877
Week 3 C,1,1000.0,0.4949,-0.2344665190080989,0.014246850947155942,1.0436670832622772
Week 3 C,2,1000.0,0.5233,-0.21586678853465832,0.032846581420596516,1.103558263631339
Week 3 C,3,1000.0,0.4863,-0.24030985385746564,0.008403516097789193,1.0255310216012232
Week 3 C,4,1000.0,0.3912,-0.3128454469404916,-0.06413207698523676,0.824979921140034
Week 4 C,1,1000.0,0.4784,-0.245769358781905,0.002944011173349831,1.008871151005604
Week 4 C,2,1000.0,0.4585,-0.25993166242853916,-0.01121829247328432,0.966905147859677
Week 4 C,3,1000.0,0.4944,-0.23480345761288535,0.01390991234236949,1.042612661072681
Week 4 C,4,1000.0,0.4878,-0.23928326440010572,0.009430105555149115,1.0286942881700116
Week 2 I,1,1000.0,0.151,-0.6301584807224042,-0.3814451107671494,0.31843550125803977
Week 2 I,2,1000.0,0.145,-0.6436738455205209,-0.39496047556526603,0.3057824349828858
Week 2 I,3,1000.0,0.1719,-0.5869474555311112,-0.3382340855758563,0.36251034878315913
Week 2 I,4,1000.0,0.1242,-0.6952873698275862,-0.4465739998723314,0.2619184718956857
Week 3 I,1,1000.0,0.5056,-0.22733647871649643,0.02137689123875841,1.066231718119635
Week 3 I,2,1000.0,0.515,-0.22119612610613362,0.027517243849121215,1.0860548552840428
Week 3 I,3,1000.0,0.5198,-0.21810371892491567,0.030609651030339163,1.096177308304166
Week 3 I,4,1000.0,0.4333,-0.2787749834120911,-0.030061613456836278,0.9137622695040305
Week 4 I,1,1000.0,0.1965,-0.542364282557607,-0.2936509126023522,0.4143879205112901
Week 4 I,2,1000.0,0.1935,-0.5474925888374335,-0.2987792188821786,0.4080613873737132
Week 4 I,3,1000.0,0.2153,-0.5119076248706066,-0.26319425491535176,0.4540341948401056
Week 4 I,4,1000.0,0.193,-0.5483550300257505,-0.29964166007049564,0.407006965184117
Vector Control,1,3000.0,0.0074,-1.6354250929240042,-1.3867117229687493,0.015605448406023152
Vector Control,2,3000.0,0.0048,-1.7797131203560974,-1.5309997504008426,0.01012245302012311
Vector Control,3,3000.0,0.0068,-1.6636108889333585,-1.4148975189781037,0.014340141778507759
Vector Control,4,3000.0,0.0071,-1.6492201649782892,-1.4005067950230343,0.014972795092265437
V600E,1,3000.0,0.0479,-1.012879924855089,-0.7641665548998342,0.10101364576331195
V600E,2,3000.0,0.0526,-0.9816797197461576,-0.7329663497909028,0.1109252143455158
V600E,3,3000.0,0.0544,-0.9704637083734133,-0.7217503384181585,0.114721134228062
V600E,4,3000.0,0.0494,-1.0026016182627535,-0.7538882483074987,0.1041769123321004
Week 1,1,3000.0,0.2961,-0.4056860146248638,-0.15697264466960897,0.6244288206788448
Week 1,2,3000.0,0.2865,-0.4166722476091143,-0.16795887765385947,0.6041839146385984
Week 1,3,3000.0,0.2858,-0.4174876711621234,-0.16877430120686854,0.6027077235731638
Week 1,4,3000.0,0.2919,-0.4104480003740227,-0.16173463041876784,0.615571674286237
Week 2 C,1,3000.0,0.2947,-0.4072657964128293,-0.15855242645757445,0.6214764385479756
Week 2 C,2,3000.0,0.3073,-0.393310269948566,-0.14459689999331116,0.6480478777257987
Week 2 C,3,3000.0,0.3067,-0.3939617359539771,-0.14524836599872226,0.6467825710982833
Week 2 C,4,3000.0,0.3162,-0.3837934514022552,-0.13508008144700034,0.6668165927006102
Week 3 C,1,3000.0,0.2663,-0.44104392872075016,-0.19233055876549532,0.5615852581789138
Week 3 C,2,3000.0,0.3243,-0.3753620885562883,-0.12664871860103344,0.683898232172068
Week 3 C,3,3000.0,0.2739,-0.43166406757103487,-0.18295069761578003,0.5776124754607753
Week 3 C,4,3000.0,0.3586,-0.3418492392703682,-0.09313586931511336,0.7562315943783645
Week 4 C,1,3000.0,0.2984,-0.4031068035508438,-0.15439343359558894,0.629279162750987
Week 4 C,2,3000.0,0.2858,-0.4174876711621234,-0.16877430120686854,0.6027077235731638
Week 4 C,3,3000.0,0.2582,-0.45134026685653167,-0.20262689690127683,0.5445036187074559
Week 4 C,4,3000.0,0.2977,-0.4038896703201354,-0.15517630036488056,0.6278029716855525
Week 2 I,1,3000.0,0.0375,-1.0944714486685907,-0.8457580787133359,0.07908166421971184
Week 2 I,2,3000.0,0.0544,-0.9704637083734133,-0.7217503384181585,0.114721134228062
Week 2 I,3,3000.0,0.05,-0.9985774245179969,-0.7498640545627421,0.10544221895961581
Week 2 I,4,3000.0,0.045,-1.033697596403939,-0.7849842264486842,0.09489799706365427
Week 3 I,1,3000.0,0.2884,-0.41446895785711435,-0.1657555879018595,0.608190718959064
Week 3 I,2,3000.0,0.3271,-0.37249644814593297,-0.12378307819067813,0.6898029964338065
Week 3 I,3,3000.0,0.2902,-0.41239497951068316,-0.16368160955542832,0.6119866388416102
Week 3 I,4,3000.0,0.2827,-0.4211230047608641,-0.17240963480560928,0.5961703059976677
Week 4 I,1,3000.0,0.0717,-0.8784215104588542,-0.6297081405035994,0.151204141988089
Week 4 I,2,3000.0,0.0719,-0.8774930047517119,-0.628779634796457,0.15162591086392757
Week 4 I,3,3000.0,0.0724,-0.8751829931968221,-0.6264696232415673,0.1526803330535237
Week 4 I,4,3000.0,0.0729,-0.8728888799891749,-0.62417551003392,0.15373475524311986
Vector Control,1,10000.0,0.03,-1.168852632439994,-0.9201392624847391,0.06326533137576947
Vector Control,2,10000.0,0.0223,-1.267722866838688,-1.0190094968834331,0.04702722965598865
Vector Control,3,10000.0,0.0232,-1.2545343334366243,-1.0058209634813695,0.048925189597261706
Vector Control,4,10000.0,0.0237,-1.2474267436136839,-0.998713373658429,0.049979611786857885
V600E,1,10000.0,0.0734,-0.8706104477872224,-0.6218970778319676,0.154789177432716
V600E,2,10000.0,0.0678,-0.8970643613452625,-0.6483509913900076,0.142979648909239
V600E,3,10000.0,0.0712,-0.8807541535214023,-0.6320407835661475,0.1501497197984929
V600E,4,10000.0,0.0599,-0.9383595912869112,-0.6896462213316563,0.1263197783136197
Week 1,1,10000.0,0.3307,-0.3688478863314633,-0.12013451637620848,0.6973948361988989
Week 1,2,10000.0,0.3531,-0.3470013253492654,-0.09828795539401058,0.7446329502928069
Week 1,3,10000.0,0.3224,-0.3773207561165546,-0.12860738616129974,0.6798914278516027
Week 1,4,10000.0,0.2904,-0.4121653320104987,-0.16345196205524387,0.6124084077174485
Week 2 C,1,10000.0,0.3954,-0.30928578941520685,-0.06057241945995201,0.8338370675326418
Week 2 C,2,10000.0,0.4267,-0.28389136292939426,-0.03517799297413943,0.8998438966013612
Week 2 C,3,10000.0,0.3526,-0.3474736696727891,-0.09876029971753425,0.7435785281032106
Week 2 C,4,10000.0,0.3553,-0.3449309253183852,-0.09621755536313037,0.7492724079270299
Week 3 C,1,10000.0,0.3856,-0.31765157208191547,-0.06893820212666063,0.8131703926165571
Week 3 C,2,10000.0,0.4252,-0.2850652108381147,-0.036351840882859865,0.8966806300325728
Week 3 C,3,10000.0,0.4035,-0.30252626375737784,-0.05381289380212301,0.8509187070040996
Week 3 C,4,10000.0,0.3494,-0.35051262709406034,-0.1017992571388055,0.7368302260897951
Week 4 C,1,10000.0,0.3547,-0.345494305734187,-0.09678093577893215,0.7480071012995144
Week 4 C,2,10000.0,0.3752,-0.3267653539500225,-0.07805198399476765,0.7912384110729569
Week 4 C,3,10000.0,0.3779,-0.3243752228755646,-0.07566185292030975,0.7969322908967762
Week 4 C,4,10000.0,0.3558,-0.34446216791680073,-0.0957487979615459,0.750326830116626
Week 2 I,1,10000.0,0.0641,-0.9157703050185043,-0.6670569350632495,0.13517692470622744
Week 2 I,2,10000.0,0.0676,-0.8980490986444063,-0.6493357286891515,0.14255788003340053
Week 2 I,3,10000.0,0.0924,-0.7938761001114996,-0.5451627301562447,0.19485722063737
Week 2 I,4,10000.0,0.0594,-0.9411536842045126,-0.6924403142492578,0.12526535612402356
Week 3 I,1,10000.0,0.2864,-0.4167886146318822,-0.16807524467662738,0.6039730302006792
Week 3 I,2,10000.0,0.2928,-0.4094218322983268,-0.16070846234307196,0.6174696342275102
Week 3 I,3,10000.0,0.3378,-0.3617670915361458,-0.11305372158089094,0.7123676312911643
Week 3 I,4,10000.0,0.2704,-0.43595097827110935,-0.1872376083158545,0.5702315201336022
Week 4 I,1,10000.0,0.0793,-0.8448390501137782,-0.5961256801585234,0.16723135926995067
Week 4 I,2,10000.0,0.0838,-0.8264407571647,-0.5777273872094452,0.17672115897631605
Week 4 I,3,10000.0,0.0804,-0.8402470342657388,-0.5915336643104839,0.16955108808706223
Week 4 I,4,10000.0,0.0799,-0.8423264754033027,-0.5936131054480479,0.16849666589746604
